route,viewport,width,status,title,h1,h1_count,main_present,main_text_length,contextual_offer_present,visible_mojibake,horizontal_overflow,console_error_count,network_failure_count,accessibility_issue_count,screenshot,result
/blog/england-section-8-ground-1,mobile,390,200,Section 8 Ground 1 Explained: Landlord Returning to,Section 8 Ground 1 Explained: Landlord Returning to,1,yes,17361,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-1-mobile.png,review
/blog/england-county-court-forms,mobile,390,200,"County Court Eviction Forms Explained - N5, N5B, N119","County Court Eviction Forms Explained - N5, N5B, N119",1,yes,16209,no,no,no,0,0,1,screenshots/blog-england-county-court-forms-mobile.png,review
/blog/how-long-does-eviction-take-uk,mobile,390,200,How Long Does Eviction Take in the UK? Complete Timeline,How Long Does Eviction Take in the UK? Complete Timeline,1,yes,14220,no,no,no,0,0,1,screenshots/blog-how-long-does-eviction-take-uk-mobile.png,review
/blog/england-section-8-ground-10-11,mobile,390,200,Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),1,yes,19378,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-10-11-mobile.png,review
/blog/england-money-claim-online,mobile,390,200,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,1,yes,18462,no,no,no,0,0,1,screenshots/blog-england-money-claim-online-mobile.png,review
/blog/england-section-8-ground-14,mobile,390,200,Section 8 Ground 14 Explained: Antisocial Behaviour,Section 8 Ground 14 Explained: Antisocial Behaviour,1,yes,20270,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-14-mobile.png,review
/blog/england-section-8-ground-12,mobile,390,200,Section 8 Ground 12 Explained: Breach of Tenancy Terms,Section 8 Ground 12 Explained: Breach of Tenancy Terms,1,yes,21131,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-12-mobile.png,review
/blog/uk-guarantor-agreements-guide,mobile,390,200,UK Guarantor Agreements - Complete Landlord Guide,UK Guarantor Agreements - Complete Landlord Guide,1,yes,12738,no,no,no,0,0,1,screenshots/blog-uk-guarantor-agreements-guide-mobile.png,review
/blog/how-to-serve-eviction-notice,mobile,390,200,How to Serve an Eviction Notice in England After May Guide,How to Serve an Eviction Notice in England After May Guide,1,yes,14182,no,no,no,0,0,1,screenshots/blog-how-to-serve-eviction-notice-mobile.png,review
/products/notice-only,mobile,390,200,Serve a Section 8 Form 3A Notice | £39.99,Create a Section 8 eviction notice and service file,1,yes,14783,no,no,no,0,0,1,screenshots/products-notice-only-mobile.png,review
/products/complete-pack,mobile,390,200,Prepare Section 8 Court Papers | N5 & N119 | £69.99,Section 8 possession claim pack with N5 and N119,1,yes,16651,no,no,no,0,0,1,screenshots/products-complete-pack-mobile.png,review
/products/money-claim,mobile,390,200,Recover Unpaid Rent Money Claim Pack | MCOL & N1 | £28.99,Recover unpaid rent with a landlord money claim pack,1,yes,10554,no,no,no,0,0,1,screenshots/products-money-claim-mobile.png,review
/products/ast,mobile,390,200,Tenancy Agreement England | Renters' Rights Act Compliant,Create the right Englandtenancy agreement for the let,1,yes,11056,no,no,no,0,0,1,screenshots/products-ast-mobile.png,review
/products/section-13-standard,mobile,390,200,Form 4A Rent Increase Pack | Market Evidence | £24.99,Create a Form 4A rent increase pack with market evidence.,1,yes,9267,no,no,no,0,0,1,screenshots/products-section-13-standard-mobile.png,review
